id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,loan_year,default_rate_indicator,income_to_loan_ratio
3484621,2013,2013-03-01,1012016,10.0,RENT,1,Low,70000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.11,B,2,22.78,22947.96,18671.96,0.0,674.94,leinster,2947.959999999999,0,2013,0.13883089770354906,3.5
6637440,2013,2013-08-01,1022015,2.0,MORTGAGE,3,Low,75000,1,10000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,8.9,A,1,7.47,11047.6,10000.0,0.0,317.54,leinster,1047.6000000000004,0,2013,0.13883089770354906,7.5
9755056,2013,2013-12-01,1012016,3.0,MORTGAGE,3,Low,60000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.85,B,2,17.74,6724.34,5222.94,0.0,268.98,Northern-Irl,-1275.6599999999999,0,2013,0.13883089770354906,7.5
6816459,2013,2013-09-01,1062014,7.0,MORTGAGE,3,Low,76198,1,33950,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,25.99,G,7,29.84,10272.16,1464.23,4990.76,1016.28,ulster,-23677.84,1,2013,0.13883089770354906,2.244418262150221
3696408,2013,2013-03-01,1012016,0.5,MORTGAGE,3,Medium,120000,2,27050,60,2,INDIVIDUAL,1,small_business,3,High,2,GOOD LOAN,0,23.83,F,6,7.62,25582.37,10930.34,0.0,775.51,Northern-Irl,-1467.630000000001,0,2013,0.13883089770354906,4.436229205175601
8975521,2013,2013-12-01,1012016,3.0,RENT,1,Low,60000,1,6000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.99,B,2,14.37,4981.5,3934.15,0.0,199.26,leinster,-1018.5,0,2013,0.13883089770354906,10.0
1522628,2012,2012-09-01,1092015,2.0,RENT,1,Medium,110000,2,35000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.49,E,5,9.87,47785.84354,35000.0,0.0,1327.45,ulster,12785.843540000002,0,2012,0.15946336078797657,3.142857142857143
1154349,2012,2012-02-01,1062012,2.0,RENT,1,Low,30000,1,9000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.12,B,2,21.28,9266.39,9000.0,0.0,299.45,Northern-Irl,266.3899999999994,0,2012,0.15946336078797657,3.3333333333333335
3805356,2013,2013-03-01,1062014,2.0,MORTGAGE,3,Low,100000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.16,B,2,4.75,16490.49488,15000.0,0.0,485.14,ulster,1490.4948799999984,0,2013,0.13883089770354906,6.666666666666667
1147124,2012,2012-02-01,1062014,3.0,RENT,1,Low,97027,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,20.5,E,5,13.01,14316.39,5625.64,1786.47,481.92,Northern-Irl,-3683.6100000000006,1,2012,0.15946336078797657,5.3903888888888885
4766059,2013,2013-06-01,1022014,2.0,OWN,2,Low,55000,1,9450,36,1,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,14.33,C,3,21.19,10280.31,9450.0,0.0,324.5,leinster,830.3099999999995,0,2013,0.13883089770354906,5.8201058201058204
8560787,2013,2013-11-01,1012016,5.0,MORTGAGE,3,Low,89000,1,30800,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.3,C,3,12.3,27480.45,20885.68,0.0,1057.17,leinster,-3319.5499999999993,0,2013,0.13883089770354906,2.8896103896103895
6329873,2013,2013-08-01,1012016,10.0,RENT,1,Low,46000,1,20700,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.35,B,2,28.2,20037.37,16055.03,0.0,691.01,ulster,-662.630000000001,0,2013,0.13883089770354906,2.2222222222222223
9046311,2013,2013-11-01,1122015,7.0,MORTGAGE,3,Medium,119000,2,3200,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,8.9,A,1,17.94,2539.66,2130.08,0.0,101.62,cannught,-660.3400000000001,0,2013,0.13883089770354906,37.1875
821254,2011,2011-08-01,1042012,0.5,RENT,1,Low,20000,1,4800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.49,A,1,18.12,4993.92,4800.0,0.0,149.29,leinster,193.92000000000007,0,2011,0.15083210448704445,4.166666666666667
3056376,2013,2013-01-01,1052015,10.0,MORTGAGE,3,Low,49099,1,22000,60,2,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,16.29,C,3,18.28,15075.07,8101.04,0.0,538.4,ulster,-6924.93,1,2013,0.13883089770354906,2.2317727272727272
7086763,2013,2013-09-01,1012015,2.0,MORTGAGE,3,Low,43243,1,19125,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.3,C,3,4.19,22388.69,19125.0,0.0,447.99,ulster,3263.6899999999987,0,2013,0.13883089770354906,2.2610718954248368
3145391,2013,2013-01-01,1122014,3.0,RENT,1,Low,80000,1,35000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,15.8,C,3,15.88,27056.45,19405.2,0.0,1227.05,leinster,-7943.549999999999,1,2013,0.13883089770354906,2.2857142857142856
520202,2010,2010-05-01,1022013,2.0,RENT,1,Low,36000,1,9000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.45,E,5,18.13,12177.9,8999.99,0.0,221.03,munster,3177.8999999999996,0,2010,0.14953933380581147,4.0
606539,2010,2010-11-01,1052012,2.0,RENT,1,Low,75000,1,5300,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.36,B,2,10.78,5927.73,5300.0,0.0,171.92,cannught,627.7299999999996,0,2010,0.14953933380581147,14.150943396226415
34333052,2014,2014-11-01,1012016,6.05,RENT,1,Low,25572,1,11700,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.49,D,4,29.83,4004.68,1942.85,0.0,287.58,ulster,-7695.32,0,2014,0.07904642409033877,2.1856410256410257
556179,2010,2010-08-01,1052015,10.0,MORTGAGE,3,Medium,157000,2,8000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.32,D,4,15.23,11809.23266,8000.0,0.0,195.91,ulster,3809.2326599999997,0,2010,0.14953933380581147,19.625
5185000,2013,2013-05-01,1122015,10.0,RENT,1,Low,67000,1,19000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.16,B,2,13.92,19041.08,15997.52,0.0,614.51,cannught,41.080000000001746,0,2013,0.13883089770354906,3.526315789473684
25927898,2014,2014-08-01,1092015,10.0,RENT,1,Low,60000,1,5150,36,1,INDIVIDUAL,1,major_purchase,8,High,2,GOOD LOAN,0,16.29,D,4,11.1,5905.79,5150.0,0.0,181.8,cannught,755.79,0,2014,0.07904642409033877,11.650485436893204
2284785,2012,2012-11-01,1122015,10.0,MORTGAGE,3,Low,95000,1,3000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.09,B,2,14.2,3695.856412,3000.0,0.0,102.67,munster,695.8564120000001,0,2012,0.15946336078797657,31.666666666666668
539355,2010,2010-07-01,1072013,3.0,MORTGAGE,3,Medium,200000,2,25000,36,1,INDIVIDUAL,1,small_business,3,Low,1,GOOD LOAN,0,10.75,B,2,21.2,21220.45,18075.0,0.0,589.62,leinster,-3779.5499999999993,0,2010,0.14953933380581147,8.0
31627770,2014,2014-10-01,1012016,10.0,RENT,1,Low,70800,1,24000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.49,C,3,21.98,7884.52,4163.63,0.0,564.56,ulster,-16115.48,0,2014,0.07904642409033877,2.95
5945027,2013,2013-07-01,1072015,5.0,RENT,1,Low,20000,1,6000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.64,B,2,16.2,6912.670146,6000.0,0.0,195.42,Northern-Irl,912.6701460000004,0,2013,0.13883089770354906,3.3333333333333335
635610,2010,2010-12-01,1102011,3.0,MORTGAGE,3,Low,36000,1,4000,60,2,INDIVIDUAL,1,other,4,High,2,BAD LOAN,1,13.72,C,3,21.27,847.28,425.03,0.0,92.5,ulster,-3152.7200000000003,1,2010,0.14953933380581147,9.0
3931313,2013,2013-04-01,1092015,10.0,RENT,1,Low,60707,1,24000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,16.29,C,3,27.59,17032.86,9218.89,0.0,587.34,ulster,-6967.139999999999,1,2013,0.13883089770354906,2.5294583333333334
461510,2009,2009-11-01,1022012,3.0,RENT,1,Low,58000,1,6000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.18,B,2,13.9,7083.79,6000.0,0.0,199.8,leinster,1083.79,0,2009,0.14492753623188406,9.666666666666666
1451274,2012,2012-08-01,1032014,3.0,MORTGAGE,3,Low,92000,1,3500,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.62,A,1,28.1,3823.202913,3500.0,0.0,109.07,Northern-Irl,323.2029130000001,0,2012,0.15946336078797657,26.285714285714285
518352,2010,2010-07-01,1072015,10.0,MORTGAGE,3,Medium,130000,2,10000,60,2,INDIVIDUAL,1,small_business,3,Low,1,GOOD LOAN,0,11.49,B,2,3.16,9382.677604,7125.0,0.0,156.67,Northern-Irl,-617.3223959999996,0,2010,0.14953933380581147,13.0
29233710,2014,2014-10-01,1012016,1.0,MORTGAGE,3,Low,65000,1,18550,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.61,D,4,21.01,6709.05,3387.3,0.0,447.27,Northern-Irl,-11840.95,0,2014,0.07904642409033877,3.504043126684636
1236058,2012,2012-05-01,1012016,2.0,RENT,1,Low,68000,1,30000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,24.2,G,7,22.39,38108.42,18243.42,0.0,866.53,cannught,8108.419999999998,0,2012,0.15946336078797657,2.2666666666666666
10135041,2013,2013-12-01,1012016,4.0,MORTGAGE,3,Low,63000,1,28100,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.61,C,3,6.48,23580.28,17249.23,0.0,982.52,munster,-4519.720000000001,0,2013,0.13883089770354906,2.2419928825622777
588575,2010,2010-09-01,1102013,1.0,RENT,1,Low,34200,1,4000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.12,B,2,18.77,4720.27,4000.0,0.0,131.19,ulster,720.2700000000004,0,2010,0.14953933380581147,8.55
620127,2010,2010-11-01,1092011,1.0,MORTGAGE,3,Medium,120000,2,4800,36,1,INDIVIDUAL,1,vacation,11,Low,1,GOOD LOAN,0,10.36,B,2,21.52,5137.25,4800.0,0.0,155.7,leinster,337.25,0,2010,0.14953933380581147,25.0
4466005,2013,2013-05-01,1062015,10.0,MORTGAGE,3,Low,50000,1,21850,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,24.89,26797.11,21850.0,0.0,760.76,leinster,4947.110000000001,0,2013,0.13883089770354906,2.288329519450801
1015029,2011,2011-11-01,1122012,10.0,MORTGAGE,3,Low,52800,1,2800,36,1,INDIVIDUAL,1,other,4,Low,1,BAD LOAN,1,7.51,A,1,13.75,1128.53,936.18,0.0,87.12,ulster,-1671.47,1,2011,0.15083210448704445,18.857142857142858
28603157,2014,2014-10-01,1012016,10.0,RENT,1,Medium,110000,2,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,11.16,7365.15,5658.46,0.0,491.01,ulster,-7634.85,0,2014,0.07904642409033877,7.333333333333333
1179573,2012,2012-03-01,1092015,7.0,MORTGAGE,3,Low,43000,1,18200,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.67,B,2,14.85,24476.62248,18200.0,0.0,420.38,cannught,6276.622480000002,0,2012,0.15946336078797657,2.3626373626373627
1500928,2012,2012-09-01,1052014,4.0,RENT,1,Low,70000,1,12000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.12,B,2,15.16,13708.57279,12000.0,0.0,399.26,leinster,1708.5727900000002,0,2012,0.15946336078797657,5.833333333333333
34443943,2014,2014-11-01,1072015,9.0,MORTGAGE,3,Low,60000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.44,B,2,26.14,16057.2,15000.0,0.0,494.22,ulster,1057.2000000000007,0,2014,0.07904642409033877,4.0
26509143,2014,2014-09-01,1012016,7.0,MORTGAGE,3,Low,68000,1,15000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.35,C,3,19.61,17438.5,15000.0,0.0,343.99,leinster,2438.5,0,2014,0.07904642409033877,4.533333333333333
7684787,2013,2013-10-01,1012016,2.0,RENT,1,Low,24000,1,5000,36,1,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,6.97,A,1,24.55,4166.08,3650.27,0.0,154.32,cannught,-833.9200000000001,0,2013,0.13883089770354906,4.8
6331333,2013,2013-08-01,1022015,5.0,MORTGAGE,3,Low,100000,1,10000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,9.71,B,2,3.91,11059.52,10000.0,0.0,321.32,ulster,1059.5200000000004,0,2013,0.13883089770354906,10.0
1431382,2012,2012-08-01,1082015,10.0,MORTGAGE,3,Low,80000,1,5000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,10.16,B,2,18.28,5818.203029,5000.0,0.0,161.72,leinster,818.2030290000002,0,2012,0.15946336078797657,16.0
1501423,2012,2012-09-01,1012016,10.0,OWN,2,Low,70000,1,16000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.05,D,4,8.21,16607.53,8922.48,0.0,415.49,leinster,607.5299999999988,0,2012,0.15946336078797657,4.375
34322436,2014,2014-11-01,1012016,10.0,MORTGAGE,3,Low,55000,1,19200,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.66,C,3,21.3,6170.89,3391.31,0.0,443.38,leinster,-13029.11,0,2014,0.07904642409033877,2.8645833333333335
8648203,2013,2013-11-01,1012016,0.5,RENT,1,Low,65000,1,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,20.2,D,4,22.88,13834.62,6309.7,0.0,532.11,Northern-Irl,-6165.379999999999,0,2013,0.13883089770354906,3.25
37750785,2014,2014-12-01,1122015,5.0,RENT,1,High,300000,3,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.99,A,1,5.91,7401.75,6207.9,0.0,617.46,leinster,-12598.25,0,2014,0.07904642409033877,15.0
9055838,2013,2013-11-01,1062015,2.0,MORTGAGE,3,Low,65000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.62,A,1,11.46,10899.53293,10000.0,0.0,311.62,cannught,899.5329299999994,0,2013,0.13883089770354906,6.5
34432124,2014,2014-11-01,1012016,10.0,RENT,1,Low,80000,1,12000,60,2,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.99,B,2,8.82,3724.33,2196.85,0.0,266.88,leinster,-8275.67,0,2014,0.07904642409033877,6.666666666666667
566017,2010,2010-10-01,1082012,3.0,RENT,1,Low,46800,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.21,D,4,20.04,14490.61,12000.0,0.0,417.22,Northern-Irl,2490.6100000000006,0,2010,0.14953933380581147,3.9
3154133,2013,2013-01-01,1092015,2.0,RENT,1,Low,25920,1,8975,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,18.49,D,4,29.77,11698.69623,8975.0,0.0,326.68,Northern-Irl,2723.6962299999996,0,2013,0.13883089770354906,2.8880222841225627
1189471,2012,2012-05-01,1112014,4.0,RENT,1,Low,44000,1,9600,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.62,A,1,29.86,10729.28081,9600.0,0.0,299.15,leinster,1129.2808100000002,0,2012,0.15946336078797657,4.583333333333333
3676357,2013,2013-04-01,1072015,10.0,MORTGAGE,3,Low,72000,1,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,19.05,D,4,11.38,16879.46,8027.51,20.7,649.21,ulster,-8120.540000000001,1,2013,0.13883089770354906,2.88
4524865,2013,2013-05-01,1062014,10.0,MORTGAGE,3,Low,32000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.16,B,2,10.24,8748.946359,8000.0,0.0,258.74,leinster,748.9463589999996,0,2013,0.13883089770354906,4.0
844527,2011,2011-08-01,1122011,1.0,RENT,1,Low,34800,1,1000,36,1,INDIVIDUAL,1,other,4,Low,1,GOOD LOAN,0,11.99,B,2,20.69,1038.66,1000.0,0.0,33.21,munster,38.66000000000008,0,2011,0.15083210448704445,34.8
35063360,2014,2014-11-01,1012016,8.0,MORTGAGE,3,Low,73500,1,4000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.99,B,2,18.64,1854.43,1388.14,0.0,132.84,cannught,-2145.5699999999997,0,2014,0.07904642409033877,18.375
6289974,2013,2013-07-01,1072015,10.0,MORTGAGE,3,Medium,125000,2,25000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.0,D,4,18.73,30906.96,25000.0,0.0,811.6,Northern-Irl,5906.959999999999,0,2013,0.13883089770354906,5.0
33180521,2014,2014-10-01,1122015,4.0,RENT,1,Low,65560,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.35,C,3,14.48,8988.63,8000.0,0.0,270.91,Northern-Irl,988.6299999999992,0,2014,0.07904642409033877,8.195
30826267,2014,2014-10-01,1012016,10.0,OWN,2,Low,54000,1,16200,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.12,A,1,14.09,7510.09,6333.61,0.0,501.1,Northern-Irl,-8689.91,0,2014,0.07904642409033877,3.3333333333333335
949894,2011,2011-09-01,1102012,10.0,OWN,2,Low,54000,1,12000,60,2,INDIVIDUAL,1,house,12,High,2,BAD LOAN,1,19.42,E,5,7.67,4366.1,1568.93,608.54,314.07,munster,-7633.9,1,2011,0.15083210448704445,4.5
4195581,2013,2013-04-01,1122015,9.0,MORTGAGE,3,Medium,106000,2,25200,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.14,B,2,20.24,26453.78,21968.46,0.0,826.69,leinster,1253.7799999999988,0,2013,0.13883089770354906,4.2063492063492065
4526679,2013,2013-05-01,1012016,5.0,RENT,1,High,250000,3,35000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.98,E,5,7.89,31919.56,15471.76,0.0,966.27,cannught,-3080.4399999999987,0,2013,0.13883089770354906,7.142857142857143
29724855,2014,2014-10-01,1102015,9.0,MORTGAGE,3,Low,85000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,10.21,10855.56997,10000.0,0.0,323.38,Northern-Irl,855.5699700000005,0,2014,0.07904642409033877,8.5
32429298,2014,2014-11-01,1012016,10.0,MORTGAGE,3,Medium,125000,2,20000,60,2,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.44,B,2,20.87,6136.79,3704.26,0.0,439.25,cannught,-13863.21,0,2014,0.07904642409033877,6.25
374480,2009,2009-01-01,1062010,1.0,MORTGAGE,3,Low,56000,1,15000,36,1,INDIVIDUAL,1,small_business,3,Low,1,GOOD LOAN,0,11.26,B,2,7.16,16837.27,15000.0,0.0,492.95,cannught,1837.2700000000004,0,2009,0.14492753623188406,3.7333333333333334
9857985,2013,2013-12-01,1012016,6.05,RENT,1,Low,44215,1,7500,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.47,C,3,14.41,6193.16,4633.11,0.0,258.05,munster,-1306.8400000000001,0,2013,0.13883089770354906,5.895333333333333
37087831,2014,2014-12-01,1012016,10.0,OWN,2,Low,80000,1,10000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,8.67,B,2,6.75,4109.29,3316.2,0.0,316.47,Northern-Irl,-5890.71,0,2014,0.07904642409033877,8.0
7637782,2013,2013-11-01,1102014,3.0,RENT,1,Low,42000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.2,C,3,22.09,11316.70566,10000.0,0.0,352.56,ulster,1316.7056599999996,0,2013,0.13883089770354906,4.2
6124815,2013,2013-07-01,1052015,10.0,MORTGAGE,3,Low,70000,1,18775,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.68,C,3,14.06,23005.07131,18775.0,0.0,433.76,Northern-Irl,4230.071309999999,0,2013,0.13883089770354906,3.728362183754993
28032357,2014,2014-10-01,1012016,10.0,RENT,1,Low,66000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,12.31,4313.25,2850.8,0.0,285.19,Northern-Irl,-3686.75,0,2014,0.07904642409033877,8.25
7062839,2013,2013-09-01,1082014,2.0,MORTGAGE,3,Medium,140000,2,20000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,6.03,A,1,0.25,20962.90184,20000.0,0.0,608.72,ulster,962.9018399999986,0,2013,0.13883089770354906,7.0
6538734,2013,2013-08-01,1012016,7.0,RENT,1,Low,58000,1,9800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.35,B,2,13.49,9485.07,7600.13,0.0,327.15,Northern-Irl,-314.9300000000003,0,2013,0.13883089770354906,5.918367346938775
36019425,2014,2014-11-01,1122015,1.0,RENT,1,Low,60000,1,20000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.99,C,3,15.16,6175.09,3194.92,0.0,475.7,ulster,-13824.91,0,2014,0.07904642409033877,3.0
8988494,2013,2013-11-01,1012015,0.5,RENT,1,Low,80000,1,15000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,15.61,C,3,4.19,7308.44,2538.73,2246.53,361.67,cannught,-7691.56,1,2013,0.13883089770354906,5.333333333333333
1222189,2012,2012-04-01,1042013,5.0,RENT,1,Low,35373,1,6500,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.9,A,1,14.87,6942.02,6500.0,0.0,203.39,Northern-Irl,442.02000000000044,0,2012,0.15946336078797657,5.442
6926989,2013,2013-08-01,1012016,7.0,MORTGAGE,3,Medium,115000,2,21000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,15.88,C,3,15.74,14261.8,7782.86,0.0,509.35,leinster,-6738.200000000001,0,2013,0.13883089770354906,5.476190476190476
9714699,2013,2013-12-01,1112014,1.0,RENT,1,Low,28800,1,10000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.22,D,4,26.21,11668.43738,10000.0,0.0,260.62,ulster,1668.4373799999994,0,2013,0.13883089770354906,2.88
8580373,2013,2013-11-01,1032015,10.0,RENT,1,Low,85000,1,16000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.1,C,3,18.4,18937.6743,16000.0,0.0,381.48,Northern-Irl,2937.6742999999988,0,2013,0.13883089770354906,5.3125
28472539,2014,2014-10-01,1012016,6.0,MORTGAGE,3,Low,62500,1,18000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.12,A,1,15.34,8351.7,7037.38,0.0,556.78,ulster,-9648.3,0,2014,0.07904642409033877,3.4722222222222223
4548299,2013,2013-05-01,1012016,4.0,MORTGAGE,3,Low,60000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.27,C,3,16.46,17175.22,12926.19,0.0,536.81,cannught,2175.220000000001,0,2013,0.13883089770354906,4.0
10118103,2013,2013-12-01,1012016,3.0,RENT,1,Low,99520,1,9000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.03,A,1,19.19,6574.08,5817.86,0.0,273.92,munster,-2425.92,0,2013,0.13883089770354906,11.057777777777778
1391284,2012,2012-07-01,1092012,10.0,MORTGAGE,3,Low,38950,1,15350,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.12,B,2,14.17,15656.58,15350.0,0.0,510.72,leinster,306.5799999999999,0,2012,0.15946336078797657,2.537459283387622
34914554,2014,2014-11-01,1122015,6.05,MORTGAGE,3,Low,80000,1,20000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.31,C,3,31.26,6075.77,3214.83,0.0,468.59,leinster,-13924.23,0,2014,0.07904642409033877,4.0
602764,2010,2010-10-01,1012012,4.0,RENT,1,Low,42100,1,5000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.36,B,2,16.82,5507.45,5000.0,0.0,162.19,Northern-Irl,507.4499999999998,0,2010,0.14953933380581147,8.42
7366514,2013,2013-09-01,1012016,6.0,MORTGAGE,3,Low,60000,1,27000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.2,D,4,26.54,19691.11,9490.52,0.0,703.37,ulster,-7308.889999999999,0,2013,0.13883089770354906,2.2222222222222223
7955943,2013,2013-10-01,1122015,10.0,MORTGAGE,3,Low,85000,1,19200,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.61,C,3,16.14,12033.28,6543.69,0.0,462.94,leinster,-7166.719999999999,0,2013,0.13883089770354906,4.427083333333333
6637801,2013,2013-08-01,1022015,10.0,MORTGAGE,3,Low,80000,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.78,C,3,17.87,22157.07847,18000.0,0.0,445.22,cannught,4157.07847,0,2013,0.13883089770354906,4.444444444444445
35833187,2014,2014-11-01,1122015,7.0,MORTGAGE,3,Low,60000,1,13000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.49,A,1,23.06,5250.88,4362.45,0.0,404.33,Northern-Irl,-7749.12,0,2014,0.07904642409033877,4.615384615384615
7265423,2013,2013-09-01,1012016,10.0,RENT,1,Low,35000,1,5800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,21.29,5313.48,4340.06,0.0,189.86,Northern-Irl,-486.52000000000044,0,2013,0.13883089770354906,6.0344827586206895
31237137,2014,2014-10-01,1102015,4.0,OWN,2,Low,30000,1,5500,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.35,C,3,16.44,6130.78,5500.0,0.0,186.25,Northern-Irl,630.7799999999997,0,2014,0.07904642409033877,5.454545454545454
